year,leaid,district,state_name,stabbr,ppcstot,predcost,fundinggap,outcomegap,enroll,pov,iep,ell,amind,asian,black,hisp,multi,pac,white
2015,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,7035.00,6320.00,715.00,0.47195336,12201,0.07835070,0.11097450,0.00680270,0.00606360,0.02630290,0.04760730,0.30670270,0.02949850,0.00180270,0.58202230
2016,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,6728.00,6475.00,253.00,0.53307554,12254,0.07740390,0.11245310,0.00661010,0.00587710,0.02538570,0.04530240,0.32144310,0.03583380,0.00130600,0.56485180
2017,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,7128.00,6300.00,828.00,0.54503167,12848,0.06007560,0.11355850,0.00770550,0.00490350,0.02405040,0.04366440,0.32954550,0.04296390,0.00186800,0.55300440
2018,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,7970.00,6460.00,1510.00,0.58310669,12424,0.06851830,0.12274630,0.00933680,0.00410560,0.02326520,0.04033170,0.33352120,0.04717440,0.00185160,0.54975040
2019,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,7932.00,6492.00,1440.00,0.58276734,13393,0.05581100,0.11879340,0.00851190,0.00455500,0.02135600,0.03912780,0.33833630,0.05436080,0.00276280,0.53950120
2020,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,7867.00,6702.00,1165.00,NULL,13792,0.05960450,0.12231730,0.00826570,0.00478640,0.01914570,0.03800130,0.34404240,0.06215100,0.00203060,0.52984260
2021,408850,"VAIL UNIFIED DISTRICT (4413)",Arizona,AZ,8353.00,7182.00,1171.00,NULL,13642,0.06536350,0.12666760,0.00813660,0.00425160,0.01927870,0.03841080,0.36204370,0.06392020,0.00241900,0.50967600
2009,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,13708.00,17554.00,-3846.00,NULL,137,0.15450640,0.20437960,0.00729930,0.03086420,0.01851850,0.00617280,0.36419750,NULL,NULL,0.58024690
2010,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,13627.00,22084.00,-8457.00,NULL,126,0.26203210,0.19047620,0.00793650,0.01234570,0.02469140,0.00000000,0.33950620,NULL,NULL,0.62345680
2011,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,13479.00,24401.00,-10922.00,NULL,121,0.38172040,0.11570250,0.00000000,0.01307190,0.01307190,0.00000000,0.26797390,0.00653590,0.03921570,0.66013070
2012,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,14524.00,26034.00,-11510.00,NULL,103,0.34806630,0.15533980,0.00000000,0.00740740,0.01481480,0.00740740,0.31111110,0.02222220,0.01481480,0.62222220
2018,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,15775.00,14531.00,1244.00,NULL,111,0.07602340,0.09909910,0.02702700,0.01801800,0.00000000,0.03603600,0.11711710,0.00000000,0.00900900,0.81981980
2019,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,14984.00,17476.00,-2492.00,NULL,127,0.12352940,0.12598430,0.01216360,0.03937010,0.00000000,0.02362200,0.06299210,0.00787400,0.00000000,0.86614170
2020,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,15367.00,19125.00,-3758.00,NULL,128,0.10588240,0.16406250,0.02343750,0.01562500,0.00000000,0.00781250,0.15625000,0.06250000,0.00000000,0.75781250
2021,408910,"VALLEY UNION HIGH SCHOOL DISTRICT (4190)",Arizona,AZ,17333.00,30390.00,-13057.00,NULL,114,0.23333330,0.21052630,0.02631580,0.03508770,0.00877190,0.00877190,0.14912280,0.00000000,0.00000000,0.79824560
2009,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,10550.00,13776.00,-3226.00,NULL,171,0.27350430,0.19883040,0.00584800,0.01851850,0.00000000,0.02777780,0.11111110,NULL,NULL,0.84259260
2010,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,11854.00,15347.00,-3493.00,NULL,171,0.34121620,0.17543860,0.00584800,0.00000000,0.00000000,0.01818180,0.10909090,NULL,NULL,0.87272730
2011,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,12753.00,15811.00,-3058.00,NULL,170,0.34797300,0.17058820,0.00000000,0.00000000,0.00000000,0.00000000,0.10909090,0.03636360,0.00000000,0.85454550
2012,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,11886.00,17460.00,-5573.00,NULL,176,0.36949150,0.17045450,0.00000000,0.01562500,0.01562500,0.03125000,0.07812500,0.00000000,0.00000000,0.85937500
2013,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,10847.00,18236.00,-7389.00,NULL,170,0.43682310,0.11764710,0.00588240,0.01785710,0.00892860,0.01785710,0.13392860,0.00000000,0.00000000,0.82142860
2014,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,12452.00,15132.00,-2680.00,NULL,146,0.32363640,0.11643840,0.02054790,0.02083330,0.00000000,0.03125000,0.14583330,0.02083330,0.00000000,0.78125000
2015,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,11811.00,15539.00,-3728.00,NULL,164,0.31851850,0.13414630,0.00000000,0.02631580,0.00000000,0.03508770,0.14035090,0.00000000,0.00000000,0.79824560
2016,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,12623.00,15826.00,-3203.00,NULL,146,0.30035330,0.14383560,0.01196010,0.03846150,0.00000000,0.01923080,0.12500000,0.00961540,0.00000000,0.80769230
2017,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,12953.00,12182.00,771.00,NULL,148,0.22900760,0.10810810,0.01196010,0.06097560,0.00000000,0.01219510,0.09756100,0.03658540,0.00000000,0.79268290
2018,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,16480.00,24839.00,-8359.00,NULL,100,0.26053640,0.25000000,0.03000000,0.05000000,0.01000000,0.02000000,0.14000000,0.00000000,0.00000000,0.78000000
2019,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,17832.00,18257.00,-425.00,NULL,107,0.27413130,0.19626170,0.02803740,0.04672900,0.00934580,0.00934580,0.10280370,0.01869160,0.00000000,0.81308410
2020,400022,"VERNON ELEMENTARY DISTRICT (4162)",Arizona,AZ,15305.00,27896.00,-12591.00,NULL,128,0.39843750,0.24218750,0.02343750,0.01562500,0.00000000,0.01562500,0.14843750,0.01562500,0.00000000,0.80468750
2009,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7797.00,10166.00,-2369.00,-0.43538129,23814,0.21224150,0.14714030,0.20865880,0.03949370,0.03130800,0.07286920,0.49565400,NULL,NULL,0.36067510
2010,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7536.00,8304.00,-768.00,-0.38291957,23288,0.28481240,0.14728620,0.00000000,0.04047120,0.03486210,0.07809470,0.49359280,NULL,NULL,0.35297920
2011,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7802.00,12844.00,-5042.00,-0.34966400,22349,0.31342420,0.14895520,0.15709880,0.04164040,0.03206220,0.08026800,0.48498070,0.00647540,0.00130410,0.35326920
2012,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7546.00,13736.00,-6190.00,-0.35850797,22456,0.33972920,0.14592980,0.15817600,0.04106220,0.02910620,0.07746730,0.49699980,0.01271720,0.00210460,0.34054270
2013,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7227.00,13872.00,-6645.00,-0.32014508,22895,0.34117230,0.15099370,0.13168810,0.04332160,0.02737260,0.07644990,0.50575570,0.01990330,0.00219680,0.32500000
2014,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7286.00,14360.00,-7074.00,-0.29724131,23343,0.33081050,0.15366490,0.14171270,0.04224020,0.02562890,0.07390950,0.52193990,0.02640550,0.00241620,0.30746000
2015,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7366.00,14226.00,-6860.00,-0.20479875,23436,0.31931960,0.15514590,0.13496330,0.04073640,0.02731540,0.07493440,0.53142340,0.02813270,0.00279610,0.29466170
2016,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7330.00,14019.00,-6689.00,-0.26034236,23529,0.30918640,0.15674270,0.12108460,0.03901730,0.02688330,0.08103590,0.53127810,0.03237150,0.00235820,0.28705570
2017,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7698.00,13203.00,-5505.00,-0.27012125,23526,0.27495550,0.15574260,0.12535070,0.03690040,0.02724620,0.08431300,0.53690030,0.03501240,0.00223120,0.27739640
2018,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,7828.00,13485.00,-5657.00,-0.17605617,23285,0.25808640,0.15868580,0.15709680,0.03802790,0.02604470,0.09064780,0.53588320,0.03762990,0.00229940,0.26946720
2019,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,8335.00,13357.00,-5022.00,-0.31848554,23461,0.24832850,0.15591830,0.14394100,0.03712190,0.02755490,0.09448020,0.53513800,0.03826820,0.00229260,0.26514420
2020,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,8335.00,13154.00,-4819.00,NULL,23286,0.22474760,0.15996740,0.14515160,0.03520750,0.02558530,0.10305070,0.50434550,0.04669210,0.00226140,0.28285740
2021,409060,"WASHINGTON ELEMENTARY SCHOOL DISTRICT (4260)",Arizona,AZ,9787.00,13601.00,-3814.00,NULL,20511,0.21462060,0.16917750,0.14158260,0.03442060,0.02705870,0.10218910,0.54551210,0.04334260,0.00195020,0.24552680
2009,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,8560.00,9884.00,-1324.00,-0.74694341,402,0.25589840,0.10447760,0.08706470,0.00995020,0.00000000,0.01492540,0.65422890,NULL,NULL,0.32089550
2010,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,7917.00,8299.00,-382.00,-0.63204715,363,0.18085110,0.13774100,0.01928370,0.00826450,0.00000000,0.01652890,0.65289260,NULL,NULL,0.32231410
2011,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,7880.00,10147.00,-2267.00,-0.62253986,343,0.23529410,0.15743440,0.00000000,0.00591720,0.00000000,0.01479290,0.69822480,0.02958580,0.00295860,0.24852070
2012,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,6833.00,15688.00,-8855.00,-0.35182859,360,0.27049180,0.19444440,0.11666670,0.00280110,0.00000000,0.01960780,0.69747900,0.01960780,0.00280110,0.25770310
2013,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,7752.00,15714.00,-7962.00,-0.28850945,314,0.25069640,0.17515920,0.14968150,0.00320510,0.00000000,0.01602560,0.71794870,0.01602560,0.00000000,0.24679490
2014,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,9081.00,21143.00,-12062.00,-0.41032897,272,0.29461760,0.12867650,0.20588240,0.00000000,0.00000000,0.01838240,0.77205880,0.00735290,0.00000000,0.20220590
2015,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,9382.00,20294.00,-10912.00,-0.43518557,241,0.30259360,0.13692950,0.15352700,0.00000000,0.00000000,0.01244810,0.77593360,0.00829880,0.00000000,0.20331950
2016,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,9554.00,22700.00,-13146.00,-0.53835221,233,0.32369940,0.15450640,0.15021460,0.00000000,0.00000000,0.00869570,0.80869570,0.00869570,0.00000000,0.17391300
2017,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,9460.00,22582.00,-13122.00,-0.23085523,211,0.32000000,0.17061610,0.12796210,0.00000000,0.00000000,0.00000000,0.85294120,0.00980390,0.00000000,0.13725490
2018,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,8634.00,20999.00,-12365.00,-0.60650938,216,0.29494380,0.16666670,0.13425930,0.00465120,0.00000000,0.00000000,0.79534880,0.02790700,0.00930230,0.16279070
2019,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,9767.00,23470.00,-13703.00,-0.65382196,193,0.34078210,0.11917100,0.18652850,0.02072540,0.00000000,0.00000000,0.77720210,0.03626940,0.01554400,0.15025910
2020,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,10878.00,17144.00,-6266.00,NULL,189,0.24376730,0.06878310,0.20105820,0.02116400,0.00000000,0.00529100,0.76190480,0.03703700,0.00000000,0.17460320
2021,409090,"WELLTON ELEMENTARY DISTRICT (4504)",Arizona,AZ,10262.00,18484.00,-8222.00,NULL,164,0.25751070,0.08536590,0.18292680,0.00609760,0.00000000,0.00000000,0.76219510,0.01829270,0.00000000,0.21341460
2013,409120,"WENDEN ELEMENTARY DISTRICT (4512)",Arizona,AZ,13577.00,27802.00,-14225.00,NULL,104,0.39047620,0.18269230,0.19230770,0.01923080,0.00000000,0.00000000,0.86538460,0.00000000,0.00000000,0.11538460
2014,409120,"WENDEN ELEMENTARY DISTRICT (4512)",Arizona,AZ,15485.00,27169.00,-11684.00,NULL,101,0.40384610,0.12871290,0.22772280,0.01980200,0.00990100,0.00000000,0.79207920,0.00000000,0.00990100,0.16831680
2019,409120,"WENDEN ELEMENTARY DISTRICT (4512)",Arizona,AZ,13946.00,26825.00,-12879.00,NULL,111,0.32673270,0.13513510,0.25225230,0.00000000,0.00000000,0.01801800,0.91891890,0.00900900,0.00000000,0.05405410
2020,409120,"WENDEN ELEMENTARY DISTRICT (4512)",Arizona,AZ,15730.00,38103.00,-22373.00,NULL,100,0.31632650,0.14000000,0.32000000,0.00000000,0.00000000,0.02000000,0.87000000,0.01000000,0.00000000,0.10000000
2009,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,10091.00,21207.00,-11116.00,-1.20181120,2132,0.43563460,0.15712950,0.28377110,0.98968110,0.00469040,0.00000000,0.00046900,NULL,NULL,0.00515950
2010,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,8972.00,15168.00,-6196.00,-1.13090370,2207,0.43603410,0.17263250,0.07385590,0.98957860,0.00498410,0.00000000,0.00000000,NULL,NULL,0.00543720
2011,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,6815.00,19792.00,-12977.00,-0.99773798,2160,0.53172310,0.18148150,0.06481480,0.97175930,0.00370370,0.00000000,0.00833330,0.00972220,0.00138890,0.00509260
2012,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,6603.00,15141.00,-8538.00,-0.95460715,2197,0.43244230,0.17068730,0.05553030,0.97086940,0.00318620,0.00000000,0.00864820,0.01365500,0.00045520,0.00318620
2013,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,5672.00,17027.00,-11355.00,-0.77021457,2213,0.49411330,0.17126070,0.02575690,0.96927250,0.00451880,0.00000000,0.01039310,0.01174880,0.00045190,0.00361500
2014,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,10280.00,13259.00,-2979.00,-0.73893659,2285,0.38458700,0.16367610,0.01750550,0.97199120,0.00350110,0.00087530,0.00962800,0.01050330,0.00043760,0.00306350
2015,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,9620.00,13881.00,-4261.00,-0.92370390,2320,0.40566350,0.16034480,0.01034480,0.97284480,0.00517240,0.00000000,0.00862070,0.01120690,0.00043100,0.00172410
2016,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,10308.00,15109.00,-4801.00,-1.03862890,2237,0.42124300,0.15601250,0.03308000,0.97809570,0.00312920,0.00044700,0.00804650,0.00938760,0.00044700,0.00044700
2017,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,9785.00,13817.00,-4032.00,-1.13509640,2266,0.38647020,0.14607240,0.03265670,0.98323040,0.00308910,0.00088260,0.00529570,0.00617830,0.00044130,0.00088260
2018,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,10533.00,16956.00,-6423.00,-0.91280879,2209,0.49283570,0.13988230,0.03123590,0.98551380,0.00271620,0.00045270,0.00497960,0.00588500,0.00045270,0.00000000
2019,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,11440.00,13949.00,-2509.00,-0.98283251,2275,0.41178440,0.12000000,0.02945050,0.98285720,0.00439560,0.00043960,0.00615380,0.00571430,0.00043960,0.00000000
2020,409160,"WHITERIVER UNIFIED DISTRICT (4394)",Arizona,AZ,12385.00,11785.00,600.00,NULL,2344,0.33825010,0.11220140,0.02773040,0.97994880,0.00255970,0.00042660,0.00597270,0.01023890,0.00042660,0.00042660
