year,leaid,district,state_name,stabbr,ppcstot,predcost,fundinggap,outcomegap,enroll,pov,iep,ell,amind,asian,black,hisp,multi,pac,white
2021,401650,"CANON ELEMENTARY DISTRICT (4484)",Arizona,AZ,16760.00,21556.00,-4796.00,NULL,129,0.28523490,0.23255810,0.02325580,0.02325580,0.00000000,0.01550390,0.13953490,0.03875970,0.00000000,0.78294580
2009,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,7453.00,14442.00,-6989.00,-0.63505659,18979,0.26650320,0.10659150,0.40455240,0.01091480,0.00448190,0.03654100,0.90350650,NULL,NULL,0.04455580
2010,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,7204.00,15369.00,-8165.00,-0.54437655,18351,0.36396760,0.10435400,0.30908400,0.01144350,0.00463190,0.03809060,0.90164020,NULL,NULL,0.04419380
2011,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,7137.00,17166.00,-10029.00,-0.43650963,17672,0.40864530,0.10378000,0.28010410,0.01261950,0.00464040,0.04402690,0.88778220,0.00667760,0.00062250,0.04363080
2012,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,7025.00,17383.00,-10358.00,-0.39577982,18359,0.42380880,0.10240210,0.26177900,0.01220110,0.00364940,0.04488260,0.88659510,0.00708100,0.00103490,0.04455580
2013,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,6839.00,17658.00,-10819.00,-0.31831360,18928,0.45302700,0.10355030,0.21370460,0.01147840,0.00407300,0.03935470,0.89341440,0.00851630,0.00084630,0.04231680
2014,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,6600.00,17885.00,-11285.00,-0.33379154,19119,0.44613890,0.10235890,0.21198810,0.01157250,0.00392730,0.04105360,0.89422420,0.00727860,0.00146620,0.04047760
2015,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,6645.00,17250.00,-10605.00,-0.49490438,18937,0.43806280,0.10128320,0.18973440,0.01046680,0.00370040,0.04488030,0.89210760,0.00766510,0.00158590,0.03959400
2016,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,6766.00,16647.00,-9881.00,-0.52696186,18684,0.41415580,0.10286880,0.18357950,0.01093070,0.00321490,0.04618760,0.89476500,0.00744790,0.00117880,0.03627500
2017,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,7490.00,14848.00,-7358.00,-0.51632448,17940,0.34648140,0.10323300,0.19933110,0.01082650,0.00351580,0.04436630,0.90016190,0.00820360,0.00128360,0.03164240
2018,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,8031.00,15217.00,-7186.00,-0.55808303,17263,0.32139480,0.10722350,0.24370040,0.01095650,0.00405800,0.04515940,0.89831880,0.00800000,0.00092750,0.03257970
2019,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,8609.00,15048.00,-6439.00,-0.51642102,16034,0.30478280,0.10571290,0.23356620,0.01098010,0.00405510,0.05365280,0.88913850,0.00910850,0.00099820,0.03206690
2020,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,8654.00,14132.00,-5478.00,NULL,16060,0.27112850,0.10666250,0.23175590,0.01171410,0.00355160,0.05165430,0.88965050,0.01146490,0.00118390,0.03078070
2021,401680,"CARTWRIGHT ELEMENTARY DISTRICT (4282)",Arizona,AZ,10629.00,14390.00,-3761.00,NULL,15177,0.26025580,0.10726760,0.23133690,0.01159650,0.00408510,0.05580810,0.89279830,0.00803850,0.00118600,0.02648740
2009,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,6785.00,6760.00,25.00,-0.30751746,8002,0.18260360,0.11859540,0.08210450,0.05997250,0.01752850,0.05659200,0.52134720,NULL,NULL,0.34455990
2010,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7096.00,6863.00,233.00,-0.24339373,7899,0.20170610,0.13191540,0.03177620,0.06597310,0.01585890,0.05683840,0.52867290,NULL,NULL,0.33265670
2011,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,6926.00,9186.00,-2260.00,-0.16411089,7543,0.27474380,0.14026250,0.06111630,0.06539080,0.00970230,0.04053690,0.59489630,0.03588520,0.00199360,0.25159490
2012,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7122.00,9048.00,-1926.00,-0.15446236,7342,0.26425390,0.14178700,0.05597930,0.06742190,0.00941720,0.03780540,0.60502250,0.03889720,0.00218370,0.23925210
2013,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,6246.00,8963.00,-2717.00,-0.15809879,7379,0.25314220,0.13457110,0.05366580,0.06560720,0.00760660,0.03395820,0.61314860,0.04020650,0.00163000,0.23784300
2014,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,6951.00,9541.00,-2590.00,-0.17632150,7091,0.26482680,0.12621630,0.06867860,0.05896490,0.00791860,0.03125000,0.63249430,0.03634050,0.00197960,0.23105200
2015,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7057.00,8586.00,-1529.00,-0.21240032,7021,0.22805870,0.11522580,0.06167210,0.06239290,0.00870930,0.02912620,0.62592800,0.04454600,0.00157050,0.22772700
2016,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7151.00,9396.00,-2245.00,-0.27965422,6930,0.24836890,0.12380950,0.05757580,0.05896840,0.00724430,0.03230950,0.63228050,0.04679800,0.00144890,0.22095050
2017,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,6908.00,8340.00,-1432.00,-0.36661292,6948,0.18199460,0.13385150,0.05541160,0.06166960,0.00722130,0.02975160,0.63229350,0.04332760,0.00187750,0.22385900
2018,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7792.00,9473.00,-1681.00,-0.38374666,6930,0.22302010,0.14256850,0.06666670,0.06067190,0.00666090,0.03446280,0.63394150,0.04271650,0.00260640,0.21894000
2019,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7797.00,9114.00,-1317.00,-0.35956583,6831,0.18763590,0.14317080,0.06572980,0.06099350,0.00573190,0.03380360,0.63315700,0.04717810,0.00249850,0.21663730
2020,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,7980.00,9062.00,-1082.00,NULL,6758,0.16799110,0.14856470,0.06658770,0.05971480,0.00638740,0.03966130,0.61274510,0.05243610,0.00282230,0.22623290
2021,401710,"CASA GRANDE ELEMENTARY DISTRICT (4446)",Arizona,AZ,9193.00,9706.00,-513.00,NULL,6161,0.17049770,0.15500730,0.06914460,0.05404970,0.00681710,0.04171400,0.63642260,0.04999190,0.00275930,0.20824540
2009,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,9523.00,11986.00,-2463.00,NULL,3607,0.21584440,0.13723320,0.04713060,0.09829660,0.01507960,0.05640880,0.48673560,NULL,NULL,0.34347950
2010,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,8000.00,13949.00,-5949.00,NULL,3789,0.28832260,0.13486410,0.02428080,0.10185680,0.01803710,0.06445620,0.47877990,NULL,NULL,0.33687000
2011,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7845.00,14797.00,-6952.00,NULL,3736,0.30458020,0.13383300,0.01391860,0.07446240,0.01209680,0.04731180,0.55295700,0.01397850,0.00295700,0.29623650
2012,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7835.00,13836.00,-6001.00,NULL,3664,0.26929610,0.13127730,0.01173580,0.06962720,0.01178730,0.05509870,0.53673240,0.01836620,0.00191890,0.30646930
2013,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7001.00,13307.00,-6306.00,NULL,3561,0.23785500,0.13479360,0.00365070,0.07555680,0.01043140,0.04820980,0.55060610,0.01917110,0.00225540,0.29376940
2014,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7560.00,13043.00,-5483.00,NULL,3762,0.22046950,0.13131310,0.00478470,0.08025680,0.01043340,0.04146600,0.54975920,0.01685390,0.00428040,0.29695030
2015,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7976.00,12741.00,-4765.00,NULL,3770,0.19222260,0.13262600,0.01273210,0.07638890,0.01068380,0.03819440,0.56383540,0.01816240,0.00347220,0.28926280
2016,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,7275.00,12570.00,-5295.00,NULL,3774,0.19535570,0.11897190,0.00900900,0.07659690,0.01245690,0.03896100,0.58256030,0.01722770,0.00344550,0.26875170
2017,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,8148.00,12217.00,-4069.00,NULL,3638,0.16684940,0.12534360,0.01484330,0.07819840,0.01105280,0.03647420,0.60127110,0.01353970,0.00221060,0.25725340
2018,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,8641.00,13850.00,-5209.00,NULL,3376,0.19140550,0.14632700,0.02873220,0.07436050,0.01487210,0.03628790,0.60618680,0.02439020,0.00267700,0.24122550
2019,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,9023.00,13216.00,-4193.00,NULL,3593,0.18047750,0.12607850,0.02811020,0.06983240,0.01340780,0.03044690,0.62681560,0.04301680,0.00139660,0.21508380
2020,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,9496.00,12344.00,-2848.00,NULL,3638,0.13781340,0.13194060,0.02721280,0.07004960,0.01103140,0.02757860,0.63154990,0.05184780,0.00110310,0.20683950
2021,401740,"CASA GRANDE UNION HIGH SCHOOL DISTRICT (4453)",Arizona,AZ,9479.00,13021.00,-3542.00,NULL,3610,0.14716760,0.12132960,0.03767310,0.07174510,0.01329640,0.03213300,0.64155130,0.04238230,0.00249310,0.19639890
2009,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7268.00,4734.00,2534.00,0.54556132,4940,0.05348660,0.09331980,0.01781380,0.00423470,0.11514420,0.02339180,0.14539220,NULL,NULL,0.71183710
2010,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7241.00,4895.00,2346.00,0.55234595,4990,0.06302880,0.09398800,0.00861720,0.00380760,0.11342690,0.02424850,0.15511020,NULL,NULL,0.70340680
2011,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,6884.00,5439.00,1445.00,0.54769442,4882,0.07437310,0.09770590,0.01433840,0.00286830,0.10510140,0.02151200,0.17701290,0.02417540,0.00307310,0.66625690
2012,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7014.00,5936.00,1078.00,0.55376163,4972,0.09356350,0.10518910,0.02031380,0.01266080,0.08741960,0.02009650,0.19614150,0.02672830,0.00321540,0.65373800
2013,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,6601.00,5859.00,742.00,0.57443706,4954,0.08615520,0.09507470,0.01756160,0.00363340,0.09023010,0.01857090,0.21154620,0.03027860,0.00282600,0.64291480
2014,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,6789.00,5941.00,848.00,0.60057738,4983,0.08059320,0.09211320,0.01585390,0.00240870,0.08329990,0.02187880,0.22460860,0.03613010,0.00260940,0.62906460
2015,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,6910.00,5884.00,1026.00,0.60626041,4948,0.07027030,0.08852060,0.01818920,0.00262840,0.07703190,0.02042050,0.23352200,0.04003230,0.00262840,0.62373640
2016,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7052.00,6071.00,981.00,0.65629262,4919,0.07500000,0.08822930,0.01463710,0.00284780,0.07241660,0.01769730,0.24227010,0.04353130,0.00264440,0.61859230
2017,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7070.00,5774.00,1296.00,0.57060240,5042,0.05580990,0.08310190,0.01606510,0.00238050,0.06665340,0.01864710,0.25014880,0.04939500,0.00337230,0.60940290
2018,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,6732.00,5704.00,1028.00,0.46469260,5292,0.05548300,0.08522300,0.02059710,0.00188960,0.06878310,0.01662890,0.25566890,0.05574450,0.00340140,0.59788360
2019,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7446.00,5852.00,1594.00,0.56535583,5427,0.04676960,0.08752530,0.01658370,0.00239540,0.07186290,0.02063760,0.25299430,0.06135990,0.00331670,0.58743320
2020,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,7534.00,5945.00,1589.00,NULL,5508,0.04549390,0.08859840,0.01615830,0.00272330,0.06517790,0.01978940,0.24546120,0.07080610,0.00236020,0.59368190
2021,401760,"CATALINA FOOTHILLS UNIFIED DISTRICT (4410)",Arizona,AZ,8279.00,6448.00,1831.00,NULL,5190,0.06765640,0.08593450,0.01233140,0.00134870,0.05973030,0.01984590,0.26551060,0.07013490,0.00231210,0.58111750
2009,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7201.00,4837.00,2364.00,0.28014427,5972,0.07620790,0.09695240,0.00853990,0.00268320,0.02565820,0.00989430,0.07378840,NULL,NULL,0.88797590
2010,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7649.00,5071.00,2578.00,0.33958414,5860,0.08240270,0.09556310,0.01006830,0.00273360,0.02853240,0.01213050,0.07654190,NULL,NULL,0.88006150
2011,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7492.00,5488.00,2004.00,0.42838246,5818,0.07832100,0.10484700,0.00807840,0.00240880,0.02632480,0.01169990,0.07604960,0.00240880,0.00154850,0.87955950
2012,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7663.00,5623.00,2040.00,0.44598717,5782,0.07525760,0.11068830,0.01020410,0.00259790,0.02719090,0.01056460,0.08018700,0.00450290,0.00138550,0.87357120
2013,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6372.00,5884.00,488.00,0.49084736,5556,0.07353450,0.11537080,0.00359970,0.00216330,0.02848390,0.01063640,0.08076440,0.00649000,0.00180280,0.86965930
2014,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6993.00,6149.00,844.00,0.47091101,5418,0.06591660,0.12033960,0.00922850,0.00203330,0.02865060,0.01053600,0.08798520,0.00850280,0.00166360,0.86062850
2015,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6913.00,6293.00,620.00,0.51194226,5429,0.05159980,0.13077910,0.01031500,0.00239990,0.02529080,0.01052240,0.08768690,0.01255310,0.00203060,0.85951630
2016,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6907.00,6778.00,129.00,0.56714545,5392,0.05349700,0.14558610,0.01112760,0.00279070,0.02400000,0.00986050,0.09209300,0.01488370,0.00241860,0.85395350
2017,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6967.00,7050.00,-83.00,0.45633552,5463,0.07426850,0.13930070,0.00970160,0.00330520,0.02442160,0.01028280,0.08997430,0.01726040,0.00238710,0.85236870
2018,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,6975.00,6923.00,52.00,0.47900494,5424,0.06859600,0.13827430,0.01364310,0.00424980,0.02217290,0.01145600,0.09700660,0.02051000,0.00240210,0.84220250
2019,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7653.00,7381.00,272.00,0.46860727,5406,0.07115320,0.14280430,0.01202370,0.00370640,0.02075610,0.01130470,0.10174200,0.02279470,0.00259450,0.83710160
2020,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,7708.00,7548.00,160.00,NULL,5528,0.06312690,0.15303910,0.01067290,0.00399130,0.02122640,0.00852690,0.10413640,0.03138610,0.00217710,0.82855590
2021,400001,"CAVE CREEK UNIFIED DISTRICT (4244)",Arizona,AZ,9099.00,8321.00,778.00,NULL,4837,0.07503110,0.16125700,0.01013020,0.00310110,0.01922680,0.00992350,0.13293360,0.03266490,0.00186070,0.80028950
2009,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,19360.00,19618.00,-258.00,-0.68503926,328,0.38732020,0.18292680,0.10964760,0.99085370,0.00609760,0.00000000,0.00000000,NULL,NULL,0.00304880
2010,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,11924.00,15998.00,-4074.00,-0.78595620,354,0.40165880,0.16949150,0.00000000,0.99152540,0.00564970,0.00000000,0.00000000,NULL,NULL,0.00282490
2011,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,11339.00,17974.00,-6635.00,-0.69190034,307,0.46153850,0.13355050,0.00977200,0.96416940,0.00651470,0.00000000,0.00977200,0.01302930,0.00000000,0.00651470
2012,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,10166.00,18272.00,-8106.00,-0.66924105,259,0.40085420,0.12741310,0.00000000,0.97683400,0.00772200,0.00000000,0.00386100,0.01158300,0.00000000,0.00000000
2013,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,8632.00,16436.00,-7804.00,-1.09669010,193,0.43715510,0.07772020,0.00000000,0.99481860,0.00000000,0.00000000,0.00518130,0.00000000,0.00000000,0.00000000
2014,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,24945.00,36547.00,-11602.00,NULL,164,0.37307930,0.29878050,0.16463420,0.99390240,0.00000000,0.00000000,0.00609760,0.00000000,0.00000000,0.00000000
2015,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,23197.00,43382.00,-20185.00,NULL,152,0.37290240,0.30263160,0.23026320,0.97350990,0.00662250,0.00000000,0.00662250,0.00000000,0.00000000,0.01324500
2016,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,28300.00,20825.00,7475.00,-0.89775951,120,0.42281460,0.13333330,0.03333330,0.99159660,0.00840340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2017,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,27904.00,34199.00,-6295.00,-0.82241174,125,0.37896070,0.28800000,0.11200000,0.95200000,0.00000000,0.00000000,0.03200000,0.00000000,0.00800000,0.00800000
2018,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,25737.00,44335.00,-18598.00,NULL,118,0.50126110,0.22033900,0.21186440,0.97457630,0.00000000,0.00000000,0.01694920,0.00847460,0.00000000,0.00000000
2019,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,22085.00,36413.00,-14328.00,-0.78876838,142,0.39949270,0.23239440,0.19014080,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2020,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,23699.00,29781.00,-6082.00,NULL,123,0.33269840,0.19512190,0.21138210,0.98373990,0.00000000,0.00000000,0.00813010,0.00000000,0.00000000,0.00813010
2021,401810,"CEDAR UNIFIED DISTRICT (4395)",Arizona,AZ,29257.00,26858.00,2399.00,NULL,105,0.38707280,0.14285710,0.15238100,0.99047620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00952380
2009,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7171.00,6497.00,674.00,0.13650026,37223,0.12567100,0.11194690,0.05864650,0.01515680,0.08026110,0.06790910,0.27055750,NULL,NULL,0.56611560
2010,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7323.00,6590.00,733.00,0.18765019,38147,0.12429380,0.11429470,0.04527220,0.01538020,0.08457780,0.06967080,0.26467030,NULL,NULL,0.56570090
2011,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7106.00,7177.00,-71.00,0.20526482,38876,0.13454530,0.11503240,0.04411460,0.01568510,0.08459100,0.06720330,0.25725560,0.00232180,0.00085130,0.57209190
2012,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7140.00,7249.00,-109.00,0.30079178,39555,0.12803640,0.11806350,0.04469730,0.01671320,0.08075070,0.06457010,0.25919350,0.00621350,0.00169920,0.57085970
2013,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,6279.00,7319.00,-1040.00,0.34160733,40163,0.12056440,0.11983670,0.03244280,0.01661670,0.08423290,0.06149430,0.25874560,0.01124440,0.00102450,0.56664170
2014,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,6457.00,7499.00,-1042.00,0.35247456,41257,0.11582140,0.11779820,0.03674530,0.01585370,0.08340220,0.05847880,0.26433400,0.01711810,0.00126440,0.55954870
2015,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,6752.00,7484.00,-732.00,0.46327122,42252,0.11320230,0.11563950,0.02863770,0.01559460,0.08383570,0.05699030,0.26888200,0.02164730,0.00159030,0.55145980
2016,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7056.00,7600.00,-544.00,0.39913025,42843,0.10592330,0.11754550,0.02824270,0.01553760,0.08264890,0.05449870,0.26552010,0.02627820,0.00189540,0.55362120
2017,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7210.00,7426.00,-216.00,0.34558780,44352,0.09092070,0.11498920,0.03079910,0.01454130,0.08274720,0.05481810,0.26850450,0.03261040,0.00226150,0.54451700
2018,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7454.00,7300.00,154.00,0.37499480,44536,0.08472360,0.11707380,0.03491560,0.01366470,0.08408190,0.05202490,0.27385700,0.03595150,0.00281400,0.53760610
2019,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,7617.00,7428.00,189.00,0.34522702,45968,0.08159030,0.11177340,0.02997740,0.01385160,0.08941390,0.05200360,0.27192810,0.04011520,0.00301030,0.52967740
2020,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,8105.00,7641.00,464.00,NULL,45749,0.07870750,0.11678940,0.02964000,0.01344360,0.09340320,0.05261200,0.25845430,0.04811610,0.00326770,0.53070310
2021,401870,"CHANDLER UNIFIED DISTRICT #80 (4242)",Arizona,AZ,8716.00,7941.00,775.00,NULL,43790,0.07392120,0.11742410,0.02824850,0.01327730,0.09909240,0.05236650,0.28773700,0.04893110,0.00341220,0.49518350
2009,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,11621.00,20998.00,-9377.00,-0.99981133,3726,0.50066960,0.16049380,0.20397210,0.98735200,0.00161460,0.00161460,0.00134550,NULL,NULL,0.00807320
2010,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,9913.00,15214.00,-5301.00,-1.01662120,3811,0.41137060,0.15087900,0.13644710,0.99186560,0.00078720,0.00026240,0.00104960,NULL,NULL,0.00603520
2011,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,7074.00,13848.00,-6774.00,-0.92230046,3786,0.40774100,0.15398840,0.06127840,0.99101720,0.00132100,0.00052840,0.00184940,0.00079260,0.00052840,0.00396300
2012,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,7067.00,12901.00,-5834.00,-0.89432700,3663,0.38177620,0.14714710,0.05842210,0.99099100,0.00109200,0.00081900,0.00109200,0.00081900,0.00054600,0.00464100
2013,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,6028.00,18623.00,-12595.00,-0.78429341,3586,0.49060840,0.14528720,0.09927500,0.99274960,0.00055770,0.00055770,0.00111540,0.00027890,0.00055770,0.00418290
2014,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,12639.00,15227.00,-2588.00,-0.83487517,3551,0.38996300,0.14165020,0.10053510,0.98929880,0.00084480,0.00197130,0.00112640,0.00084480,0.00084480,0.00506900
2015,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,13186.00,16908.00,-3722.00,-0.80542135,3418,0.44451420,0.14306610,0.07431250,0.99268580,0.00087770,0.00117030,0.00029260,0.00087770,0.00117030,0.00292570
2016,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,12758.00,17105.00,-4347.00,-0.62382360,3498,0.45072950,0.13350490,0.07289880,0.99285300,0.00057180,0.00114350,0.00000000,0.00028590,0.00114350,0.00400230
2017,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,13149.00,18907.00,-5758.00,-0.64098993,3517,0.48412870,0.13790160,0.07477960,0.99402390,0.00085370,0.00142290,0.00028460,0.00000000,0.00000000,0.00341490
2018,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,13007.00,19839.00,-6832.00,NULL,3548,0.51498700,0.12739570,0.08624580,0.99125530,0.00169250,0.00169250,0.00056420,0.00084630,0.00112830,0.00282090
2019,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,14122.00,23989.00,-9867.00,-0.79111299,3485,0.58913710,0.12539460,0.08321380,0.99196330,0.00200920,0.00114810,0.00086110,0.00114810,0.00086110,0.00200920
2020,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,15496.00,17214.00,-1718.00,NULL,3334,0.43668510,0.11937610,0.08938210,0.98799880,0.00330030,0.00120010,0.00240020,0.00270030,0.00090010,0.00150020
2021,401940,"CHINLE UNIFIED DISTRICT (4158)",Arizona,AZ,15932.00,13930.00,2002.00,NULL,3197,0.34049430,0.11729750,0.08226460,0.99343130,0.00125120,0.00156400,0.00187680,0.00000000,0.00093840,0.00093840
2009,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6871.00,7780.00,-909.00,-0.24961501,2750,0.22722400,0.11854550,0.06800000,0.01602910,0.00437160,0.01020040,0.26156650,NULL,NULL,0.70783240
2010,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6818.00,7350.00,-532.00,-0.19297741,2583,0.20533990,0.12388700,0.03794040,0.01317320,0.00232470,0.01278570,0.26036420,NULL,NULL,0.71135220
2011,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6789.00,7694.00,-905.00,-0.16937852,2419,0.19703750,0.12071100,0.04051260,0.01323410,0.00124070,0.01199340,0.26302730,0.01199340,0.00206780,0.69644330
2012,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6792.00,8021.00,-1229.00,-0.12826031,2341,0.18040660,0.13840240,0.04570700,0.01025640,0.00170940,0.00940170,0.26623930,0.01538460,0.00213680,0.69487180
2013,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6104.00,9608.00,-3504.00,-0.11445335,2322,0.26295050,0.12962960,0.03488370,0.01523060,0.00304610,0.00870320,0.26370760,0.01827680,0.00217580,0.68885990
